idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
104964,60.0,8.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1980,Never too young,Female,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,60000.0,,51.0
105240,120.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2012,50,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,33000.0,,41.0
105335,540.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,60,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3.0,12.0,12,,,59.0
105339,,0.0,Yes,Dansk Folkeparti - Danish People's Party,1950,50,Male,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,40.0,40,,,73.0
105344,,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,55,Male,1941,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",12.0,37.0,40,,,83.0
105435,,7.0,Yes,Dansk Folkeparti - Danish People's Party,1962,,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,37,,,76.0
105461,30.0,9.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,60,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,39,45000.0,,60.0
105481,,7.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1965,50,Female,1943,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,40.0,45,,,60.0
105560,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1981,60,Male,1961,Folkeskole 9.-10. klasse,0.0,37.0,37,30000.0,,52.0
105620,600.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2003,Never too young,Female,1984,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,39,40000.0,,47.0
105627,480.0,5.0,Yes,Alternativet - The Alternative,1998,,Male,1978,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",3.0,37.0,42,44000.0,,87.0
105659,180.0,9.0,Yes,Dansk Folkeparti - Danish People's Party,1990,62,Male,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16.0,37.0,37,15000.0,18000.0,59.0
105688,420.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party","Still in parental home, never left 2 months",55,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,33.0,33,19000.0,,42.0
105821,90.0,8.0,Yes,Socialdemokratiet - The Social democrats,1991,60,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,42.0,42,40000.0,48000.0,58.0
105827,45.0,6.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1971,60,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,,55,,,228.0
105835,270.0,7.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2002,55,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,37,24740.0,28000.0,75.0
105926,600.0,9.0,Yes,Socialdemokratiet - The Social democrats,1981,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,43,34000.0,,80.0
105953,120.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1986,65,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,40.0,45,75000.0,,47.0
106051,690.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1993,60,Female,1975,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,37.0,45,42000.0,50000.0,60.0
106089,420.0,6.0,Not eligible to vote,,"Still in parental home, never left 2 months",Never too young,Female,2003,Folkeskole 9.-10. klasse,9.0,12.0,12,3000.0,,51.0
106349,180.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1977,55,Female,1957,Universitetsbachelor. 1. del af kandidatuddannelse,17.0,37.0,37,37292.0,,72.0
106375,60.0,8.0,Not eligible to vote,,2004,50,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,37,45000.0,,53.0
106383,600.0,8.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1980,55,Male,1961,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,41,41000.0,,42.0
106445,240.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2009,55,Male,1992,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13.0,37.0,45,10700.0,28000.0,64.0
106470,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1953,60,Female,1939,Folkeskole 6.-8. klasse,8.0,37.0,37,,,77.0
106489,180.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2004,,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,39,28500.0,,37.0
106535,150.0,7.0,Yes,Alternativet - The Alternative,2007,50,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,32.0,32,28000.0,35000.0,80.0
106557,240.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,1981,,Male,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,38.0,80,35000.0,45000.0,84.0
106597,480.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1984,50,Male,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,35.0,50,125000.0,,66.0
106812,60.0,8.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1969,64,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,60,,,84.0
106830,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1956,65,Female,1938,Folkeskole 9.-10. klasse,14.0,37.0,37,,,61.0
106832,120.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1994,60,Male,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15.0,37.0,40,45000.0,,42.0
106884,180.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2003,,Female,1983,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,42,24000.0,,61.0
106903,60.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1989,59,Female,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,40,27000.0,,34.0
106961,180.0,6.0,Yes,Alternativet - The Alternative,1965,60,Female,1955,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,40,31500.0,36000.0,57.0
107052,210.0,7.0,Yes,Socialdemokratiet - The Social democrats,"Still in parental home, never left 2 months",,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15.0,20.0,38,,,64.0
107078,420.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2017,65,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14.0,0.0,20,,,67.0
107093,,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1989,55,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,42,50000.0,55000.0,55.0
107109,15.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1969,64,Female,1951,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,37.0,40,,,101.0
107120,540.0,7.0,Yes,Socialdemokratiet - The Social democrats,1978,62,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,45,34000.0,34000.0,40.0
107240,60.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1963,60,Male,1943,"Forskeruddannelse. Ph.d., doktor",21.0,37.0,45,,,76.0
107254,240.0,5.0,Yes,,1963,,Female,1946,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16.0,,50,,,87.0
107266,480.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,50,Male,1968,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11.0,37.0,37,30000.0,40000.0,62.0
107323,240.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2015,,Male,1994,Other,14.0,37.0,37,22000.0,,22.0
107444,120.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,,,74.0
107473,360.0,10.0,Yes,Socialdemokratiet - The Social democrats,2000,68,Male,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25.0,37.0,55,50000.0,,44.0
107489,30.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1967,55,Female,1947,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4.0,30.0,30,,,109.0
107554,360.0,9.0,Yes,Alternativet - The Alternative,1991,55,Female,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,37,400100.0,,60.0
107628,120.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,1959,60,Female,1934,Folkeskole 6.-8. klasse,7.0,50.0,80,,,68.0
107658,600.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1998,55,Female,1980,"Forskeruddannelse. Ph.d., doktor",24.0,37.0,42,42000.0,46000.0,45.0
